Service,Region,Province,Source,Hospital,Type,Delivered,Postponed,Delivered in 2019,Rate change,Notes
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Castelnovo Monti,Breast cancer screenings,56,608,:,-91.56626506,
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Montecchio,Colorectal cancer screenings,126,1260,:,-90.90909091,
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Reggio Emilia,Colorectal cancer screenings,474,4507,:,-90.48383859,
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Guastalla,Colorectal cancer screenings,167,1554,:,-90.29633934,
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Correggio,Colorectal cancer screenings,191,894,:,-82.39631336,
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Scandiano,Colorectal cancer screenings,176,1732,:,-90.77568134,
Oncological screenings,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Castelnovo Monti,Colorectal cancer screenings,96,764,:,-88.8372093,
Oncological screenings,Emilia Romagna,Modena,Ausl Modena,Ausl Modena,Breast cancer screenings,1482,13907,:,-90.36974462,
Oncological screenings,Emilia Romagna,Modena,Ausl Modena,Ausl Modena,Colorectal cancer screenings,1657,0,:,0.0,
Oncological screenings,Lombardy,Mantova,Asst Mantova,Asst Mantova,Breast cancer screenings,304,86,:,-22.05128205,
Oncological screenings,Lombardy,Mantova,Asst Mantova,Asst Mantova,Colorectal cancer screenings,1,69,:,-98.57142857,
Oncological screenings,Lombardy,Lecco,Asst Lecco,Asst Lecco,Breast cancer screenings,295,1944,:,-86.82447521,
Oncological screenings,Lombardy,Lecco,Asst Lecco,Asst Lecco,Colorectal cancer screenings,70,43,:,-38.05309735,
Oncological screenings,Piedmont,Torino,Asl Torino 4,Asl Torino 4,Breast cancer screenings,720,10031,:,-93.30294856,
Oncological screenings,Piedmont,Torino,Asl Torino 4,Asl Torino 4,Colorectal cancer screenings,155,1947,:,-92.62607041,
Oncological screenings,Lombardy,Como,Asst Lariana,Asst Lariana,Colorectal cancer screenings,99,21,:,-17.5,The company specifies that the referrals have been requested by patients
Oncological screenings,Calabria,Crotone,Asp Crotone,Asp Crotone,Colorectal cancer screenings,159,2092,:,-92.93647268,
Oncological screenings,Calabria,Crotone,Asp Crotone,Asp Crotone,Breast cancer screenings,26,72,:,-73.46938776,
Oncological screenings,Campania,Napoli,Asl Napoli 1 Centro,Asl Napoli 1 Centro,Colorectal cancer screenings,120,14,:,-10.44776119,In 9 cases the referrals are due to waiver by the assisted
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale San Giovanni Battista di Foligno,Breast cancer screenings,192,1372,:,-87.72378517,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale San Giovanni Battista di Foligno,Colorectal cancer screenings,30,6,:,-16.66666667,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale civile San Matteo degli Infermi di Spoleto,Breast cancer screenings,73,1415,:,-95.09408602,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale civile San Matteo degli Infermi di Spoleto,Colorectal cancer screenings,14,2,:,-12.5,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Unità mobile di Norcia,Breast cancer screenings,0,26,:,-100.0,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Centro screening mammografico di Terni,Breast cancer screenings,267,1569,:,-85.45751634,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale Santa Maria della Stella di Orvieto,Breast cancer screenings,38,773,:,-95.31442663,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale di Narni,Colorectal cancer screenings,43,8,:,-15.68627451,
Oncological screenings,Umbria,Terni,Azienda Usl Umbria 2,Ospedale Santa Maria della Stella di Orvieto,Colorectal cancer screenings,20,7,:,-25.92592593,
Oncological screenings,Lombardy,Cremona,Asst Cremona,Asst Cremona,Breast cancer screenings,92,1510,:,-94.25717853,The data is our processing starting from the data provided
Oncological screenings,Emilia Romagna,Forlì-Cesena,Ausl Romagna,Ambito di Forlì,Breast cancer screenings,580,3007,:,-83.83049902,
Oncological screenings,Emilia Romagna,Ravenna,Ausl Romagna,Ambito di Ravenna,Breast cancer screenings,615,7900,:,-92.77745156,
Oncological screenings,Emilia Romagna,Forlì-Cesena,Ausl Romagna,Ambito di Cesena,Breast cancer screenings,331,4001,:,-92.35918744,
Oncological screenings,Emilia Romagna,Rimini,Ausl Romagna,Ambito di Rimini,Breast cancer screenings,483,7825,:,-94.18632643,
Oncological screenings,Emilia Romagna,Forlì-Cesena,Ausl Romagna,Ambito di Forlì,Colorectal cancer screenings,328,4500,:,-93.2062966,
Oncological screenings,Emilia Romagna,Ravenna,Ausl Romagna,Ambito di Ravenna,Colorectal cancer screenings,1025,11600,:,-91.88118812,
Oncological screenings,Emilia Romagna,Forlì-Cesena,Ausl Romagna,Ambito di Cesena,Colorectal cancer screenings,576,4506,:,-88.66587957,
Oncological screenings,Emilia Romagna,Rimini,Ausl Romagna,Ambito di Rimini,Colorectal cancer screenings,638,8600,:,-93.09374323,
