Service,Region,Province,Source,Hospital,Type,Delivered,Postponed,Delivered in 2019,Rate change,Notes
Chemoterapies,Calabria,Cosenza,Asp Cosenza,Ospedale di Castrovillari,Totale,578,:,561,3.03030303,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Calabria,Cosenza,Asp Cosenza,Ospedale di Paola,Totale,950,:,1030,-7.766990291,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Calabria,Cosenza,Asp Cosenza,Ospedale di Rossano,Totale,602,:,712,-15.4494382,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Emilia Romagna,Ferrara,AOU Arcispedale Sant'Anna di Ferrara,AOU Arcispedale Sant'Anna di Ferrara,Totale,2369,:,2483,-4.591220298,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Friuli Venezia Giulia,Trieste,IRCCS Materno Infantile Burlo Garofolo,IRCCS Materno Infantile Burlo Garofolo,Totale,38,:,35,8.571428571,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Tuscany,Massa Carrara,Azienda Usl Toscana Nord Ovest,Azienda Usl 1 Massa Carrara,Totale,54,:,46,17.39130435,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Tuscany,Lucca,Azienda Usl Toscana Nord Ovest,Azienda Usl 2 Lucca,Totale,50,:,45,11.11111111,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Tuscany,Pisa,Azienda Usl Toscana Nord Ovest,Azienda Usl 5 Pisa,Totale,39,:,45,-13.33333333,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Tuscany,Livorno,Azienda Usl Toscana Nord Ovest,Azienda Usl 6 Livorno,Totale,77,:,76,1.315789474,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Campania,Napoli,AORN Santobono Pausilipon di Napoli,AORN Santobono Pausilipon di Napoli,Totale,153,:,135,13.33333333,"The comparison is not on the postponements, but on the performance of the same period of 2019. The local health district specifies that the oncological follow-up activity has never been suspended"
Chemoterapies,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale centrale di Bolzano,Totale,348,:,563,-38.18827709,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale di Merano,Totale,811,:,752,7.845744681,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale di Bressanone,Totale,132,:,300,-56.0,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale di Brunico,Totale,470,:,423,11.11111111,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Emilia Romagna,Bologna,Ausl Bologna,Ausl Bologna,Totale,1165,:,2366,-50.76077768,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Chemoterapies,Basilicata,Potenza,AO San Carlo,AO San Carlo,Totale,1700,0,:,0.0,
Chemoterapies,Abruzzo,Chieti,Asl 2 Abruzzo,Clinica oncologica di Chieti,Totale,1598,0,:,0.0,
Chemoterapies,Abruzzo,Chieti,Asl 2 Abruzzo,UOS Senologia oncologica di Ortona,Totale,467,0,:,0.0,
Chemoterapies,Emilia Romagna,Bologna,Policlinico di Sant'Orsola,Policlinico di Sant'Orsola,Totale,5416,0,:,0.0,
Chemoterapies,Veneto,Vicenza,Ulss 7 Pedemontana,Ospedale San Bassiano di Bassano del Grappa,Totale,547,15,:,-2.669039146,
Chemoterapies,Veneto,Vicenza,Ulss 7 Pedemontana,Ospedale di Santorso,Totale,629,0,:,0.0,
Chemoterapies,Piedmont,Verbania,Asl Vco,Asl Vco,Totale,907,0,:,0.0,
Chemoterapies,Sardinia,Cagliari,Arnas Brotzu,Ospedale oncologico Armando Businco,Totale,4589,0,:,0.0,
Chemoterapies,Sardinia,Oristano,Assl Oristano,Ospedal San Martino di Oristano,Totale,1244,0,:,0.0,
Chemoterapies,Sardinia,Sassari,AOU Sassari,AOU Sassari,Totale,3088,0,:,0.0,
Chemoterapies,Puglia,Bari,Policlinico di Bari,Policlinico di Bari,Totale,3627,0,:,0.0,
Chemoterapies,Sicily,Agrigento,Asp Agrigento,Ospedale San Giovanni di Dio di Agrigento,Totale,887,0,:,0.0,
Chemoterapies,Sicily,Agrigento,Asp Agrigento,Ospedale Barone Lombardo di Canicattì,Totale,327,220,:,-40.21937843,The administrations were postponed for a maximum of 7 days
Chemoterapies,Sicily,Agrigento,Asp Agrigento,Ospedale Giovanni Paolo II di Sciacca,Totale,362,0,:,0.0,
Chemoterapies,Campania,Salerno,Aou San Giovanni di Dio Ruggi d'Aragona,Ospedale San Giovanni di Dio Ruggi d'Aragona,Totale,2758,0,:,0.0,
Chemoterapies,Tuscany,Siena,AOU Senese,AOU Senese,Totale,539,0,:,0.0,
Chemoterapies,Liguria,Genova,Ospedale pediatrico Gaslini,Ospedale pediatrico Gaslini,Totale,99,0,:,0.0,
Chemoterapies,Liguria,Genova,Ospedale Galliera,Ospedale Galliera,Totale,1067,0,:,0.0,The hospital specifies that there were no referring except for specific patient request
Chemoterapies,Piedmont,Cuneo,Asl Cuneo 2,Asl Cuneo 2,Totale,406,0,:,0.0,
Chemoterapies,Sicily,Catania,Arnas Garibaldi,Arnas Garibaldi,Totale,225,0,:,0.0,
Chemoterapies,Sicily,Catania,AOU Policlinico Rodolico-San Marco,AOU Policlinico Rodolico-San Marco,Totale,34,0,:,0.0,
Chemoterapies,Lombardy,Varese,Asst Sette Laghi,Asst Sette Laghi,Totale,2775,0,:,0.0,
Chemoterapies,Lombardy,Mantova,Asst Mantova,Asst Mantova,Totale,851,0,:,0.0,
Chemoterapies,Lombardy,Lecco,Asst Lecco,Asst Lecco,Totale,1460,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale Carlo Mira di Casorate Primo,Totale,23,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale di Mede,Totale,25,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale Asilo Vittoria di Mortara,Totale,31,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale unificato di Broni - Stradella,Totale,129,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale Ss. Annunziata di Varzi,Totale,66,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale civile di Vigevano,Totale,476,0,:,0.0,
Chemoterapies,Lombardy,Pavia,Asst Pavia,Ospedale civile di Voghera,Totale,252,0,:,0.0,
Chemoterapies,Piedmont,Torino,Asl Torino 4,Ospedale di Chivasso,Totale,330,0,:,0.0,
Chemoterapies,Piedmont,Torino,Asl Torino 4,Ospedale di Ciriè,Totale,315,0,:,0.0,
Chemoterapies,Piedmont,Torino,Asl Torino 4,Ospedale di Ivrea,Totale,754,0,:,0.0,
Chemoterapies,Campania,Napoli,Asl Napoli 3 Sud,Ospedale di Sorrento,Totale,151,0,:,0.0,
Chemoterapies,Campania,Napoli,Asl Napoli 3 Sud,Ospedale Santa Maria della Pietà di Nola,Totale,332,0,:,0.0,
Chemoterapies,Campania,Napoli,Asl Napoli 3 Sud,Ospedale Cavalier Raffaele Apicenna di Pollena Trocchia,Totale,342,0,:,0.0,
Chemoterapies,Lombardy,Lodi,Asst Lodi,Asst Lodi,Totale,410,0,:,0.0,
Chemoterapies,Lombardy,Brescia,Asst Valcamonica,Asst Valcamonica,Totale,328,0,:,0.0,
Chemoterapies,Lombardy,Sondrio,Asst Valtellina e Alto Lario,Asst Valtellina e Alto Lario,Totale,1286,0,:,0.0,
Chemoterapies,Lazio,Roma,Asl Roma 3,Asl Roma 3,Totale,701,0,:,0.0,
Chemoterapies,Umbria,Perugia,Azienda Usl Umbria 1,Azienda Usl Umbria 1,Totale,1411,0,:,0.0,
Chemoterapies,Umbria,Terni,Azienda Usl Umbria 2,Azienda Usl Umbria 2,Totale,1445,0,:,0.0,
Chemoterapies,Lombardy,Cremona,Asst Cremona,Asst Cremona,Totale,5036,24,:,-0.4743083004,The data is our processing starting from the data provided
Chemoterapies,Sicily,Catania,Asp Catania,Asp Catania,Totale,14,13,:,-48.14814815,"The comparison is not on the referrals, but on the performance of the same period of 2019"
