Service,Region,Province,Source,Hospital,Type,Delivered,Postponed,Delivered in 2019,Rate change,Notes
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Ospedale di San Giovanni in Fiore,Total,538,:,1017,-47.0993117,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Ospedale di Trebisacce,Total,723,:,1412,-48.79603399,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Calabria,Cosenza,Asp Cosenza,Ospedale di Acri,Total,261,:,837,-68.8172043,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Tuscany,Pisa,AOU Pisana,AOU Pisana,Total,6676,:,25081,-73.38224154,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Ferrara,AOU Arcispedale Sant'Anna di Ferrara,AOU Arcispedale Sant'Anna di Ferrara,Total,13106,:,30946,-57.6488076,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Sicily,Messina,Ao Papardo,Ao Papardo,Total,5212,:,11838,-55.97229262,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Liguria,Genova,Ospedale Evangelico Internazionale,Ospedale Evangelico Internazionale,Total,7769,:,27971,-72.22480426,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Friuli Venezia Giulia,Trieste,IRCCS Materno Infantile Burlo Garofolo,IRCCS Materno Infantile Burlo Garofolo,Total,8208,:,19760,-58.46153846,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Tuscany,Massa Carrara,Azienda Usl Toscana Nord Ovest,Azienda Usl 1 Massa Carrara,Total,16620,:,50814,-67.29247845,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Tuscany,Lucca,Azienda Usl Toscana Nord Ovest,Azienda Usl 2 Lucca,Total,22011,:,59742,-63.15657327,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Tuscany,Pisa,Azienda Usl Toscana Nord Ovest,Azienda Usl 5 Pisa,Total,16711,:,42978,-61.11731584,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Tuscany,Livorno,Azienda Usl Toscana Nord Ovest,Azienda Usl 6 Livorno,Total,36627,:,88896,-58.79792117,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Tuscany,Livorno,Azienda Usl Toscana Nord Ovest,Azienda Usl 12 Viareggio,Total,6231,:,44034,-85.84957079,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Pavia,Ats Pavia,Policlinico San Matteo di Pavia,Total,13690,:,44069,-68.93507908,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Pavia,Ats Pavia,IRCCS Maugeri di Pavia,Total,2009,:,9228,-78.22930212,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Pavia,Ats Pavia,IRCCS Mondino,Total,599,:,3233,-81.47231673,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Pavia,Ats Pavia,IRCCS Maugeri di Montescano,Total,84,:,803,-89.5392279,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Lodi,Asst Lodi,Asst Lodi,Total,36640,:,139266,-73.69063519,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Brescia,Asst Valcamonica,Asst Valcamonica,Total,4052,:,15237,-73.40683862,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale central di Bolzano,Total,17211,:,36336,-52.63375165,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale di Merano,Total,21265,:,21099,0.7867671454,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale di Bressanone,Total,6393,:,15783,-59.4943927,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Trentino Alto Adige,Bolzano,Azienda sanitaria dell'Alto Adige,Ospedale di Brunico,Total,5805,:,15543,-62.65199768,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Lombardy,Milano,IRCCS Istituto tumori di Milano,IRCCS Istituto tumori di Milano,Total,3331,:,6502,-48.76960935,"The IRCCS specifies that the reduction is due in particular to the non-influx of patients from outside the region. The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Reggio Emilia,Total,28741,:,51144,-43.80376975,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Correggio,Total,3119,:,9192,-66.06832028,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Scandiano,Total,2257,:,8637,-73.86824129,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Distretto di Reggio Emilia,Total,5836,:,20084,-70.94204342,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Montecchio,Total,2801,:,10154,-72.4148119,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Castelnovo Monti,Total,1844,:,5289,-65.13518624,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Reggio Emilia,Ausl Reggio Emilia,Ospedale di Guastalla,Total,4954,:,13340,-62.86356822,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Campania,Avellino,AORN San Giuseppe Moscati di Avellino,AORN San Giuseppe Moscati di Avellino,Total,3628,:,13232,-72.58162031,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Emilia Romagna,Bologna,Ausl Bologna,Ausl Bologna,Total,66728,:,97003,-31.21037494,"The comparison is not on the referrals, but on the performance of the same period of 2019"
Outpatient visits,Basilicata,Potenza,AO San Carlo,AO San Carlo,Total,7149,18761,:,-72.40833655,
Outpatient visits,Basilicata,Matera,ASM Matera,Distretto di Policoro,Total,766,844,:,-52.42236025,
Outpatient visits,Basilicata,Matera,ASM Matera,Distretto Matera,Total,4203,4180,:,-49.86281761,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ambulatorio Rapone,Total,0,6,:,-100.0,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ambulatorio San Fele,Total,0,6,:,-100.0,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Dip. Prevenzione - Neuropsichiatria infantile,Total,1,67,:,-98.52941176,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Dipartimento Salute Mentale,Total,179,61,:,-25.41666667,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Brienza,Total,0,21,:,-100.0,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Genzano di Lucania,Total,3,162,:,-98.18181818,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Lagonegro,Total,12,191,:,-94.08866995,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Lavello,Total,27,334,:,-92.52077562,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Melfi,Total,25,209,:,-89.31623932,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Rionero,Total,83,992,:,-92.27906977,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Distretto Villa D'Agri,Total,80,1275,:,-94.09594096,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ex-Ospedale Pescopagano,Total,0,24,:,-100.0,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ospedale di Chiaromonte,Total,30,518,:,-94.52554745,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ospedale di Lauria,Total,27,744,:,-96.49805447,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ospedale di Maratea,Total,54,397,:,-88.02660754,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Ospedale Venosa,Total,103,2262,:,-95.6448203,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio Avigliano,Total,10,109,:,-91.59663866,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio di Latronico,Total,0,12,:,-100.0,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio di Rotonda,Total,1,216,:,-99.53917051,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio di Senise,Total,31,856,:,-96.50507328,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio Muro Lucano,Total,6,304,:,-98.06451613,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio Oppido Lucano,Total,3,40,:,-93.02325581,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio Picerno,Total,0,27,:,-100.0,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio Potenza,Total,323,5299,:,-94.25471363,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Poliambulatorio Sant'Arcangelo,Total,25,469,:,-94.93927126,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Servizi ASP Ospedale Melfi,Total,11,185,:,-94.3877551,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Servizi ASP Ospedale VdA,Total,40,400,:,-90.90909091,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Servizio Igiene Alimenti e Nutrizione,Total,24,220,:,-90.16393443,
Outpatient visits,Basilicata,Potenza,ASP Potenza,Sub Distretto Palazzo San Gervasio,Total,46,146,:,-76.04166667,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,Centro Salute mentale di Chieti,Total,448,2,:,-0.4444444444,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Atessa,Total,93,38,:,-29.00763359,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Bucchianico,Total,15,0,:,0.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Casalbordino,Total,141,88,:,-38.4279476,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Casoli,Total,349,104,:,-22.9580574,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Castiglione Messer Marino,Total,33,10,:,-23.25581395,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Chieti centro,Total,584,216,:,-27.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Fossacesia,Total,19,0,:,0.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Francavilla al mare,Total,595,246,:,-29.2508918,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Gissi,Total,68,32,:,-32.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Guardiagrele,Total,268,92,:,-25.55555556,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Lama dei Peligni,Total,35,2,:,-5.405405405,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Lanciano,Total,542,101,:,-15.70762053,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Miglianico,Total,89,26,:,-22.60869565,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Orsogna,Total,39,17,:,-30.35714286,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Ortona,Total,502,150,:,-23.00613497,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. San Giovanni Teatino,Total,113,60,:,-34.68208092,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. San Salvo,Total,281,84,:,-23.01369863,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Tollo,Total,134,36,:,-21.17647059,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Torriccella Peligna,Total,53,13,:,-19.6969697,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Vasto,Total,576,280,:,-32.71028037,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,D.S.B. Villa Santa Maria,Total,219,57,:,-20.65217391,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,Ex ospedale pediatrico di Chieti,Total,147,0,:,0.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"Hospice ""Alba chiara"" di Lanciano",Total,56,0,:,0.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,Hospice Torrevecchia Teatina,Total,5,0,:,0.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"Ospedale ""San Camillo De Lellis"" di Atessa",Total,295,48,:,-13.9941691,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"Ospedale ""Ss. Annunziata"" di Chieti",Total,8988,1213,:,-11.89099108,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"Ospedale ""Floraspe Renzetti"" di Lanciano",Total,5000,151,:,-2.931469618,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"Ospedale ""Bernabeo"" di Ortona",Total,1160,341,:,-22.71818787,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"Ospedale ""San Pio da Pieterelcina"" di Vasto",Total,2956,76,:,-2.506596306,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"P.T.A. ""Consalvi"" di Casoli",Total,333,0,:,0.0,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,P.T.A. Gissi,Total,188,19,:,-9.178743961,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,"P.T.A. Guardiagrele ""SS. Immacolata""",Total,121,8,:,-6.201550388,
Outpatient visits,Abruzzo,Chieti,Asl 2 Abruzzo,Pneumologia territoriale Chieti,Total,106,0,:,0.0,
Outpatient visits,Veneto,Vicenza,Ulss 7 Pedemontana,Distretto 1 Bassano,Total,8903,4359,:,-32.86834565,The figure includes 220 visits performed by the private accredited structures
Outpatient visits,Veneto,Vicenza,Ulss 7 Pedemontana,Distretto 2 Alto Vicentino,Total,7872,5105,:,-39.33883024,The figure includes 400 visits performed by the private accredited structures
Outpatient visits,Puglia,Bari,Asl Bari,Riabilitazione Gioia Del Colle,Total,8,12,:,-60.0,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Monopoli,Total,432,282,:,-39.49579832,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Polignano,Total,467,162,:,-25.75516693,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Alberobello,Total,220,75,:,-25.42372881,
Outpatient visits,Puglia,Bari,Asl Bari,Ospedale Santa Maria degli Angeli di Putignano,Total,382,480,:,-55.68445476,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Casamassima,Total,456,396,:,-46.47887324,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio di Conversano,Total,1688,586,:,-25.76956904,"The figure includes 14 visits performed and 0 postponed to the ""F. Jaia"" hospital in Conversano"
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio di Gioia Del Colle,Total,790,567,:,-41.78334562,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Sammichele,Total,80,59,:,-42.44604317,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Turi,Total,157,103,:,-39.61538462,
Outpatient visits,Puglia,Bari,Asl Bari,Ospedale San Giacomo di Monopoli,Total,950,472,:,-33.19268636,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Locorotondo,Total,202,152,:,-42.93785311,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Putignano,Total,660,409,:,-38.26005613,
Outpatient visits,Puglia,Bari,Asl Bari,Ser.D. Gioia Del Colle,Total,1,0,:,0.0,
Outpatient visits,Puglia,Bari,Asl Bari,Ospedale Don Tonino Bello di Molfetta,Total,1039,474,:,-31.32848645,The figure includes 7 visits performed and 0 postponed to the TisiPN center. Molfetta
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Molfetta,Total,919,437,:,-32.22713864,
Outpatient visits,Puglia,Bari,Asl Bari,Poliambulatorio Giovinazzo,Total,574,243,:,-29.74296206,
